latitude,longitude,elevation_m
19.24,72.85,12.58
19.24,72.855,16.33
19.24,72.86,19.61
19.24,72.865,21.9
19.24,72.87,19.9
19.24,72.875,19.17
19.24,72.88,14.32
19.24,72.885,14.25
19.24,72.89,13.86
19.24,72.895,16.69
19.24,72.9,22.18
19.24,72.905,26.47
19.24,72.91,26.9
19.24,72.915,28.32
19.24,72.92,28.57
19.24,72.925,31.38
19.24,72.93,31.98
19.24,72.935,27.92
19.24,72.94,31.65
19.24,72.945,28.05
19.24,72.95,30.19
19.24,72.955,28.67
19.24,72.96,30.2
19.24,72.965,29.65
19.24,72.97,32.13
19.24,72.975,35.96
19.24,72.98,36.19
19.24,72.985,35.88
19.24,72.99,39.8
19.24,72.995,41.74
19.24,73.0,45.02
19.245,72.77,0.0
19.245,72.775,0.0
19.245,72.78,0.69
19.245,72.785,6.47
19.245,72.79,9.4
19.245,72.795,12.76
19.245,72.8,13.05
19.245,72.805,11.39
19.245,72.81,5.87
19.245,72.815,4.34
19.245,72.82,4.71
19.245,72.825,3.35
19.245,72.83,7.37
19.245,72.835,12.23
19.245,72.84,14.69
19.245,72.845,15.19
19.245,72.85,11.67
19.245,72.855,10.74
19.245,72.86,10.12
19.245,72.865,10.24
19.245,72.87,14.62
19.245,72.875,14.63
19.245,72.88,19.89
19.245,72.885,26.23
19.245,72.89,27.19
19.245,72.895,26.81
19.245,72.9,25.8
19.245,72.905,24.62
19.245,72.91,22.08
19.245,72.915,18.73
19.245,72.92,19.31
19.245,72.925,17.73
19.245,72.93,21.86
19.245,72.935,26.25
19.245,72.94,31.84
19.245,72.945,40.72
19.245,72.95,39.32
19.245,72.955,39.52
19.245,72.96,34.88
19.245,72.965,35.7
19.245,72.97,34.39
19.245,72.975,34.81
19.245,72.98,34.95
19.245,72.985,35.72
19.245,72.99,38.29
19.245,72.995,40.58
19.245,73.0,41.8
19.25,72.77,0.0
19.25,72.775,0.0
19.25,72.78,1.09
19.25,72.785,13.29
19.25,72.79,10.94
19.25,72.795,18.45
19.25,72.8,18.59
19.25,72.805,13.76
19.25,72.81,8.8
19.25,72.815,3.62
19.25,72.82,4.81
19.25,72.825,7.78
19.25,72.83,9.53
19.25,72.835,8.63
19.25,72.84,11.68
19.25,72.845,13.39
19.25,72.85,5.67
19.25,72.855,6.16
19.25,72.86,6.08
19.25,72.865,7.19
19.25,72.87,13.74
19.25,72.875,16.6
19.25,72.88,26.23
19.25,72.885,37.12
19.25,72.89,36.58
19.25,72.895,41.21
19.25,72.9,35.4
19.25,72.905,27.53
19.25,72.91,15.69
19.25,72.915,9.99
19.25,72.92,3.0
19.25,72.925,6.04
19.25,72.93,13.26
19.25,72.935,20.83
19.25,72.94,33.18
19.25,72.945,38.79
19.25,72.95,46.43
19.25,72.955,50.15
19.25,72.96,41.59
19.25,72.965,39.77
19.25,72.97,32.44
19.25,72.975,31.48
19.25,72.98,34.25
19.25,72.985,33.51
19.25,72.99,38.11
19.25,72.995,39.0
19.25,73.0,38.3
19.255,72.77,0.0
19.255,72.775,0.0
19.255,72.78,0.0
19.255,72.785,4.3
19.255,72.79,14.39
19.255,72.795,16.09
19.255,72.8,20.17
19.255,72.805,20.21
19.255,72.81,14.75
19.255,72.815,10.89
19.255,72.82,11.9
19.255,72.825,9.11
19.255,72.83,4.75
19.255,72.835,7.29
19.255,72.84,7.52
19.255,72.845,5.26
19.255,72.85,3.44
19.255,72.855,4.66
19.255,72.86,5.53
19.255,72.865,5.82
19.255,72.87,14.93
19.255,72.875,23.19
19.255,72.88,35.76
19.255,72.885,39.46
19.255,72.89,42.34
19.255,72.895,44.09
19.255,72.9,35.93
19.255,72.905,29.7
19.255,72.91,13.01
19.255,72.915,4.95
19.255,72.92,3.78
19.255,72.925,0.03
19.255,72.93,11.54
19.255,72.935,16.48
19.255,72.94,31.42
19.255,72.945,36.6
19.255,72.95,47.32
19.255,72.955,47.42
19.255,72.96,53.19
19.255,72.965,43.81
19.255,72.97,39.95
19.255,72.975,38.78
19.255,72.98,33.86
19.255,72.985,35.13
19.255,72.99,31.77
19.255,72.995,31.14
19.255,73.0,31.78
19.26,72.77,0.0
19.26,72.775,0.0
19.26,72.78,0.0
19.26,72.785,3.12
19.26,72.79,12.43
19.26,72.795,14.71
19.26,72.8,22.4
19.26,72.805,24.61
19.26,72.81,26.84
19.26,72.815,19.34
19.26,72.82,10.97
19.26,72.825,7.99
19.26,72.83,3.27
19.26,72.835,0.0
19.26,72.84,0.0
19.26,72.845,0.0
19.26,72.85,0.0
19.26,72.855,0.0
19.26,72.86,9.08
19.26,72.865,13.05
19.26,72.87,21.11
19.26,72.875,31.33
19.26,72.88,34.93
19.26,72.885,42.03
19.26,72.89,40.34
19.26,72.895,36.88
19.26,72.9,31.59
19.26,72.905,21.43
19.26,72.91,14.91
19.26,72.915,9.22
19.26,72.92,0.2
19.26,72.925,7.13
19.26,72.93,10.63
19.26,72.935,12.52
19.26,72.94,21.33
19.26,72.945,36.49
19.26,72.95,44.6
19.26,72.955,50.26
19.26,72.96,49.17
19.26,72.965,55.7
19.26,72.97,47.97
19.26,72.975,45.55
19.26,72.98,40.17
19.26,72.985,37.28
19.26,72.99,29.36
19.26,72.995,26.18
19.26,73.0,23.16
19.265,72.77,0.0
19.265,72.775,0.0
19.265,72.78,0.0
19.265,72.785,0.0
19.265,72.79,4.47
19.265,72.795,12.74
19.265,72.8,20.8
19.265,72.805,24.44
19.265,72.81,31.15
19.265,72.815,28.39
19.265,72.82,19.46
19.265,72.825,17.48
19.265,72.83,3.43
19.265,72.835,0.0
19.265,72.84,0.0
19.265,72.845,0.0
19.265,72.85,0.0
19.265,72.855,2.59
19.265,72.86,11.68
19.265,72.865,21.44
19.265,72.87,31.55
19.265,72.875,34.56
19.265,72.88,38.62
19.265,72.885,35.8
19.265,72.89,34.38
19.265,72.895,31.44
19.265,72.9,19.73
19.265,72.905,20.19
19.265,72.91,17.89
19.265,72.915,14.35
19.265,72.92,11.54
19.265,72.925,12.83
19.265,72.93,11.08
19.265,72.935,12.93
19.265,72.94,22.87
19.265,72.945,29.75
19.265,72.95,34.93
19.265,72.955,44.53
19.265,72.96,53.42
19.265,72.965,55.92
19.265,72.97,57.02
19.265,72.975,52.86
19.265,72.98,43.79
19.265,72.985,36.13
19.265,72.99,24.09
19.265,72.995,20.07
19.265,73.0,16.3
