latitude,longitude,elevation_m,slope,curvature,flow_accumulation
19.03,72.89,39.76,1.9875,-0.000102,267.3
19.03,72.895,30.13,0.0537,0.000122,363.6
19.03,72.9,29.87,0.8382,-4.9e-05,366.2
19.03,72.905,25.81,1.8225,-6.2e-05,406.8
19.03,72.91,16.98,1.4883,2.1e-05,495.1
19.03,72.915,9.77,0.4109,0.000119,567.2
19.03,72.92,11.76,0.0021,-2.6e-05,547.3
19.03,72.925,11.77,0.0908,-6e-06,547.2
19.03,72.93,11.33,0.4604,3.5e-05,551.6
19.03,72.935,13.56,2.2205,0.000111,529.3
19.03,72.94,24.32,0.8898,-8.4e-05,421.7
19.03,72.945,28.63,2.1834,8.1e-05,378.6
19.03,72.95,39.21,2.0246,-1e-05,272.8
19.03,72.955,49.02,0.1858,-0.000139,174.7
19.03,72.96,48.12,1.6039,0.000113,183.7
19.03,72.965,55.89,0.6215,-0.00014,106.0
19.03,72.97,52.88,0.83,-1.3e-05,136.1
19.03,72.975,48.86,1.0735,-1.5e-05,176.3
19.03,72.98,43.66,2.1463,-6.8e-05,228.3
19.03,72.985,33.26,1.707,2.8e-05,332.3
19.03,72.99,24.99,1.4017,1.9e-05,415.0
19.03,72.995,18.2,0.735,0.000134,482.9
19.03,73.0,21.76,4.4836,-0.000329,447.3
19.035,72.77,0.0,0.0,0.000283,664.9
19.035,72.775,0.0,0.0,0.0,664.9
19.035,72.78,0.0,0.5079,3.2e-05,664.9
19.035,72.785,2.46,2.3504,0.000116,640.3
19.035,72.79,13.85,0.9683,-8.7e-05,526.4
19.035,72.795,18.54,0.2622,-4.4e-05,479.5
19.035,72.8,19.81,0.159,-6e-06,466.8
19.035,72.805,20.58,0.9848,-7.2e-05,459.1
19.035,72.81,15.81,0.1755,7.3e-05,506.8
19.035,72.815,16.66,0.5802,-4.8e-05,498.3
19.035,72.82,13.85,0.8011,-1.4e-05,526.4
19.035,72.825,9.97,0.9167,-7e-06,565.2
19.035,72.83,5.53,0.159,4.8e-05,609.6
19.035,72.835,4.76,0.3696,3.3e-05,617.3
19.035,72.84,6.55,0.287,-4.1e-05,599.4
19.035,72.845,5.16,0.2767,3.5e-05,613.3
19.035,72.85,6.5,0.9105,-7.5e-05,599.9
19.035,72.855,2.09,0.5554,9.2e-05,644.0
19.035,72.86,4.78,1.4161,5.4e-05,617.1
19.035,72.865,11.64,1.4698,3e-06,548.5
19.035,72.87,18.76,1.3129,-1e-05,477.3
19.035,72.875,25.12,1.3459,2e-06,413.7
19.035,72.88,31.64,1.7318,2.4e-05,348.5
19.035,72.885,40.03,0.1693,-0.00012,264.6
19.035,72.89,39.21,0.8506,-4.3e-05,272.8
19.035,72.895,35.09,1.057,-1.3e-05,314.0
19.035,72.9,29.97,1.0219,2e-06,365.2
19.035,72.905,25.02,0.5347,3.1e-05,414.7
19.035,72.91,22.43,2.9952,-0.000155,440.6
19.035,72.915,7.91,0.4233,0.000162,585.8
19.035,72.92,5.86,1.2696,0.000106,606.3
19.035,72.925,12.01,0.2271,-9.4e-05,544.8
19.035,72.93,10.91,1.9628,0.000138,555.8
19.035,72.935,20.42,2.4287,2.9e-05,460.7
19.035,72.94,32.19,0.574,-0.000117,343.0
19.035,72.945,34.97,1.5977,6.4e-05,315.2
19.035,72.95,42.71,0.6772,-5.8e-05,237.8
19.035,72.955,45.99,0.2705,-6e-05,205.0
19.035,72.96,44.68,0.9538,7.7e-05,218.1
19.035,72.965,49.3,1.4924,-0.000154,171.9
19.035,72.97,42.07,0.8072,4.3e-05,244.2
19.035,72.975,38.16,0.4501,2.2e-05,283.3
19.035,72.98,35.98,0.0619,3.2e-05,305.1
19.035,72.985,36.28,0.7164,-4.9e-05,302.1
19.035,72.99,32.81,0.6607,4e-06,336.8
19.035,72.995,29.61,0.2891,6e-05,368.8
19.035,73.0,31.01,6.3762,-0.000421,354.8
19.04,72.77,0.0,0.0,0.000403,664.9
19.04,72.775,0.0,0.0681,4e-06,664.9
19.04,72.78,0.33,2.2947,0.00014,661.6
19.04,72.785,11.45,0.7433,-9.8e-05,550.4
19.04,72.79,15.05,1.2056,2.9e-05,514.4
19.04,72.795,20.89,1.249,-0.000154,456.0
19.04,72.8,14.84,0.7722,3e-05,516.5
19.04,72.805,11.1,0.9311,-1e-05,553.9
19.04,72.81,6.59,0.3634,3.6e-05,599.0
19.04,72.815,4.83,0.0785,1.8e-05,616.6
19.04,72.82,4.45,0.254,-1.1e-05,620.4
19.04,72.825,3.22,1.1788,9e-05,632.7
19.04,72.83,8.93,0.7969,-2.4e-05,575.6
19.04,72.835,12.79,0.4976,-8.1e-05,537.0
19.04,72.84,10.38,0.3242,5.2e-05,561.1
19.04,72.845,11.95,0.031,-1.8e-05,545.4
19.04,72.85,12.1,1.2304,-7.9e-05,543.9
19.04,72.855,6.14,0.0248,7.6e-05,603.5
19.04,72.86,6.02,0.7371,4.8e-05,604.7
19.04,72.865,9.59,1.0962,2.3e-05,569.0
19.04,72.87,14.9,0.8155,-1.8e-05,515.9
19.04,72.875,18.85,1.3955,3.6e-05,476.4
19.04,72.88,25.61,1.3501,-3e-06,408.8
19.04,72.885,32.15,1.4821,8e-06,343.4
19.04,72.89,39.33,0.1218,-8.6e-05,271.6
19.04,72.895,39.92,1.8143,-0.000122,265.7
19.04,72.9,31.13,0.6669,7.2e-05,353.6
19.04,72.905,27.9,2.3463,-0.000106,385.9
19.04,72.91,16.53,1.4986,5.3e-05,499.6
19.04,72.915,9.27,0.3427,7.3e-05,572.2
19.04,72.92,7.61,0.8093,7.2e-05,588.8
19.04,72.925,11.53,0.9517,9e-06,549.6
19.04,72.93,16.14,1.7875,5.3e-05,503.5
19.04,72.935,24.8,1.9153,8e-06,416.9
19.04,72.94,34.08,1.5502,-2.3e-05,324.1
19.04,72.945,41.59,0.5595,-6.2e-05,249.0
19.04,72.95,44.3,0.3221,-1.5e-05,221.9
19.04,72.955,45.86,1.1334,-9.2e-05,206.3
19.04,72.96,40.37,0.3365,5e-05,261.2
19.04,72.965,38.74,0.6916,-2.2e-05,277.5
19.04,72.97,35.39,0.448,1.5e-05,311.0
19.04,72.975,33.22,0.1321,3.6e-05,332.7
19.04,72.98,33.86,0.3799,1.6e-05,326.3
19.04,72.985,35.7,0.929,3.5e-05,307.9
19.04,72.99,40.2,0.9476,-0.000118,262.9
19.04,72.995,35.61,1.4017,0.000148,308.8
19.04,73.0,42.4,8.6872,-0.000639,240.9
19.045,72.77,0.0,0.0,0.000551,664.9
19.045,72.775,0.0,0.6215,3.9e-05,664.9
19.045,72.78,3.01,1.9545,8.4e-05,634.8
19.045,72.785,12.48,0.3262,-0.000143,540.1
19.045,72.79,10.9,0.0392,2.3e-05,555.9
19.045,72.795,11.09,0.2684,-1.9e-05,554.0
19.045,72.8,9.79,1.2696,-6.3e-05,567.0
19.045,72.805,3.64,0.0619,7.6e-05,628.5
19.045,72.81,3.34,0.6896,-3.9e-05,631.5
19.045,72.815,0.0,0.4604,7.2e-05,664.9
19.045,72.82,2.23,0.8052,2.2e-05,642.6
19.045,72.825,6.13,1.6988,5.6e-05,603.6
19.045,72.83,14.36,0.865,-5.2e-05,521.3
19.045,72.835,18.55,0.0227,-5.6e-05,479.4
19.045,72.84,18.44,0.2044,-1.1e-05,480.5
19.045,72.845,17.45,0.4088,3.9e-05,490.4
19.045,72.85,19.43,1.4058,-0.000114,470.6
19.045,72.855,12.62,0.64,4.8e-05,538.7
19.045,72.86,9.52,0.6978,-4e-06,569.7
19.045,72.865,6.14,0.9125,0.000101,603.5
19.045,72.87,10.56,0.2581,-4.1e-05,559.3
19.045,72.875,11.81,1.4698,7.6e-05,546.8
19.045,72.88,18.93,1.2861,-1.2e-05,475.6
19.045,72.885,25.16,1.0467,-1.5e-05,413.3
19.045,72.89,30.23,0.5636,-3e-05,362.6
19.045,72.895,32.96,0.6813,-7.8e-05,335.3
19.045,72.9,29.66,1.0384,-2.2e-05,368.3
19.045,72.905,24.63,1.4842,-2.8e-05,418.6
19.045,72.91,17.44,0.0062,9.3e-05,490.5
19.045,72.915,17.41,0.3902,-2.4e-05,490.8
19.045,72.92,15.52,0.1755,3.6e-05,509.7
19.045,72.925,16.37,1.3274,7.2e-05,501.2
19.045,72.93,22.8,1.6554,2.1e-05,436.9
19.045,72.935,30.82,1.3666,-1.8e-05,356.7
19.045,72.94,37.44,0.2581,-0.000102,290.5
19.045,72.945,36.19,0.6916,6e-05,303.0
19.045,72.95,39.54,0.1321,-3.5e-05,269.5
19.045,72.955,40.18,0.5471,-4.3e-05,263.1
19.045,72.96,37.53,1.8411,-8.1e-05,289.6
19.045,72.965,28.61,0.382,0.00014,378.8
19.045,72.97,30.46,1.0921,-9.3e-05,360.3
19.045,72.975,25.17,1.6637,0.000173,413.2
19.045,72.98,33.23,0.4584,-7.6e-05,332.6
19.045,72.985,35.45,1.9009,9.1e-05,310.4
19.045,72.99,44.66,0.0372,-0.000117,218.3
19.045,72.995,44.84,0.4109,2.4e-05,216.5
19.045,73.0,46.83,8.8647,-0.000588,196.6
19.05,72.77,3.55,0.254,0.000546,629.4
19.05,72.775,2.32,0.1136,2.3e-05,641.7
19.05,72.78,2.87,0.9394,5.2e-05,636.2
19.05,72.785,7.42,0.0392,-6.2e-05,590.7
19.05,72.79,7.23,0.5864,-3.4e-05,592.6
19.05,72.795,4.39,0.9063,-2e-05,621.0
19.05,72.8,0.0,0.0,5.7e-05,664.9
19.05,72.805,0.0,0.0,0.0,664.9
19.05,72.81,0.0,0.0557,4e-06,664.9
19.05,72.815,0.27,0.9662,5.7e-05,662.2
19.05,72.82,4.95,0.6669,-1.9e-05,615.4
19.05,72.825,8.18,1.5688,5.7e-05,583.1
19.05,72.83,15.78,0.351,-7.7e-05,507.1
19.05,72.835,17.48,0.6937,2.2e-05,490.1
19.05,72.84,20.84,0.4088,-1.8e-05,456.5
19.05,72.845,22.82,0.7309,-7.2e-05,436.7
19.05,72.85,19.28,0.1032,3.9e-05,472.1
19.05,72.855,18.78,0.6132,-3.2e-05,477.1
19.05,72.86,15.81,0.5884,2e-06,506.8
19.05,72.865,12.96,0.1528,2.7e-05,535.3
19.05,72.87,12.22,0.7825,-4e-05,542.7
19.05,72.875,8.43,0.3944,7.4e-05,580.6
19.05,72.88,10.34,1.4305,6.5e-05,561.5
19.05,72.885,17.27,0.6999,-0.000134,492.2
19.05,72.89,13.88,1.6596,0.000148,526.1
19.05,72.895,21.92,0.0681,-0.0001,445.7
19.05,72.9,22.25,0.576,3.2e-05,442.4
19.05,72.905,25.04,0.8527,1.7e-05,414.5
19.05,72.91,29.17,0.4377,-8.1e-05,373.2
19.05,72.915,27.05,0.6091,6.6e-05,394.4
19.05,72.92,30.0,0.1094,-3.1e-05,364.9
19.05,72.925,30.53,0.2787,1.1e-05,359.6
19.05,72.93,31.88,0.2168,-4e-06,346.1
19.05,72.935,32.93,0.4811,1.7e-05,335.6
19.05,72.94,35.26,0.7309,-7.6e-05,312.3
19.05,72.945,31.72,0.5244,1.3e-05,347.7
19.05,72.95,29.18,0.0083,3.4e-05,373.1
19.05,72.955,29.22,0.415,-2.7e-05,372.7
19.05,72.96,27.21,1.0942,-4.3e-05,392.8
19.05,72.965,21.91,0.8403,0.000122,445.8
19.05,72.97,25.98,0.0,-5.3e-05,405.1
19.05,72.975,25.98,1.6348,0.000103,405.1
19.05,72.98,33.9,0.0826,-9.8e-05,325.9
19.05,72.985,34.3,2.6245,0.00016,321.9
19.05,72.99,47.02,0.0681,-0.000169,194.7
19.05,72.995,46.69,0.2602,2.1e-05,198.0
19.05,73.0,47.95,6.7349,-0.000442,185.4
19.055,72.77,15.18,0.3448,0.000404,513.1
19.055,72.775,13.51,0.96,-3.9e-05,529.8
19.055,72.78,8.86,1.6926,-4.6e-05,576.3
19.055,72.785,0.66,0.1363,9.8e-05,658.3
19.055,72.79,0.0,0.0,9e-06,664.9
19.055,72.795,0.0,0.0,0.0,664.9
19.055,72.8,0.0,0.0,0.0,664.9
19.055,72.805,0.0,0.0,0.0,664.9
19.055,72.81,0.0,0.3634,2.3e-05,664.9
19.055,72.815,1.76,1.2655,5.7e-05,647.3
19.055,72.82,7.89,1.2799,1e-06,586.0
19.055,72.825,14.09,0.4955,-4.9e-05,524.0
19.055,72.83,16.49,0.5843,6e-06,500.0
19.055,72.835,19.32,0.1198,-4.4e-05,471.7
19.055,72.84,18.74,1.2056,8.3e-05,477.5
19.055,72.845,24.58,0.1012,-6.9e-05,419.1
19.055,72.85,25.07,0.1445,3e-06,414.2
19.055,72.855,25.77,0.0041,-9e-06,407.2
19.055,72.86,25.79,0.9517,-6e-05,407.0
19.055,72.865,21.18,1.0426,-6e-06,453.1
19.055,72.87,16.13,1.3645,-2e-05,503.6
19.055,72.875,9.52,0.5389,5.2e-05,569.7
19.055,72.88,6.91,0.2953,1.5e-05,595.8
19.055,72.885,5.48,0.0743,2.3e-05,610.1
19.055,72.89,5.84,0.6751,3.8e-05,606.5
19.055,72.895,9.11,1.5647,5.6e-05,573.8
19.055,72.9,16.69,1.6059,3e-06,498.0
19.055,72.905,24.47,1.3356,-1.7e-05,420.2
19.055,72.91,30.94,1.1293,-1.3e-05,355.5
19.055,72.915,36.41,1.4202,1.8e-05,300.8
19.055,72.92,43.29,0.993,-2.7e-05,232.0
19.055,72.925,48.1,1.2469,-0.000141,183.9
19.055,72.93,42.06,1.2159,2e-06,244.3
19.055,72.935,36.17,0.8589,2.2e-05,303.2
19.055,72.94,32.01,1.1169,-1.6e-05,344.8
19.055,72.945,26.6,0.832,1.8e-05,398.9
19.055,72.95,22.57,0.0351,5e-05,439.2
19.055,72.955,22.4,0.2746,-1.5e-05,440.9
19.055,72.96,21.07,0.9352,7.6e-05,454.2
19.055,72.965,25.6,0.3634,-3.6e-05,408.9
19.055,72.97,27.36,1.4574,6.9e-05,391.3
19.055,72.975,34.42,0.7907,-4.2e-05,320.7
19.055,72.98,38.25,0.7185,-5e-06,282.4
19.055,72.985,41.73,0.6813,-2e-06,247.6
19.055,72.99,45.03,1.2593,3.6e-05,214.6
19.055,72.995,51.13,0.0248,-7.8e-05,153.6
19.055,73.0,51.25,5.9272,-0.000376,152.4
19.06,72.77,22.44,0.9641,0.000313,440.5
19.06,72.775,17.77,2.2308,-8e-05,487.2
19.06,72.78,6.96,1.1065,7.1e-05,595.3
19.06,72.785,1.6,0.3304,4.9e-05,648.9
19.06,72.79,0.0,0.0,2.1e-05,664.9
19.06,72.795,0.0,0.0,0.0,664.9
19.06,72.8,0.0,0.0,0.0,664.9
19.06,72.805,0.0,0.0,0.0,664.9
19.06,72.81,0.0,0.0,0.0,664.9
19.06,72.815,0.0,1.5605,9.8e-05,664.9
19.06,72.82,7.56,1.5997,2e-06,589.3
19.06,72.825,15.31,0.479,-0.000131,511.8
19.06,72.83,12.99,0.8547,8.4e-05,535.0
19.06,72.835,17.13,0.993,9e-06,493.6
19.06,72.84,21.94,0.4646,-3.3e-05,445.5
19.06,72.845,24.19,1.2036,4.6e-05,423.0
19.06,72.85,30.02,0.448,-0.000104,364.7
19.06,72.855,27.85,0.1342,2e-05,386.4
19.06,72.86,27.2,0.8217,-4.3e-05,392.9
19.06,72.865,23.22,0.8754,-3e-06,432.7
19.06,72.87,18.98,1.9071,-6.5e-05,475.1
19.06,72.875,9.74,1.9339,-2e-06,567.5
19.06,72.88,0.37,0.3386,0.000143,661.2
19.06,72.885,2.01,0.415,-4.7e-05,644.8
19.06,72.89,0.0,1.09,9.5e-05,664.9
19.06,72.895,5.28,0.4088,-4.3e-05,612.1
19.06,72.9,7.26,2.7254,0.000146,592.3
19.06,72.905,20.47,2.5895,-9e-06,460.2
19.06,72.91,33.02,2.3524,-1.5e-05,334.7
19.06,72.915,44.42,1.9751,-2.4e-05,220.7
19.06,72.92,53.99,0.0083,-0.000124,125.0
19.06,72.925,54.03,0.8939,-5.7e-05,124.6
19.06,72.93,49.7,1.641,-4.7e-05,167.9
19.06,72.935,41.75,2.2123,-3.6e-05,247.4
19.06,72.94,31.03,2.7192,-3.2e-05,354.6
19.06,72.945,17.85,0.9497,0.000111,486.4
19.06,72.95,13.25,0.0062,6e-05,532.4
19.06,72.955,13.28,2.0535,0.000129,532.1
19.06,72.96,23.23,0.097,-0.000135,432.6
19.06,72.965,22.76,1.0549,7.2e-05,437.3
19.06,72.97,27.87,1.4574,2.5e-05,386.2
19.06,72.975,34.93,0.415,-6.6e-05,315.6
19.06,72.98,36.94,1.0054,3.7e-05,295.5
19.06,72.985,41.81,0.7598,-1.5e-05,246.8
19.06,72.99,45.49,0.0557,-4.4e-05,210.0
19.06,72.995,45.76,0.2622,1.3e-05,207.3
19.06,73.0,47.03,4.3174,-0.000289,194.6
19.065,72.77,26.08,1.6162,0.00017,404.1
19.065,72.775,18.25,2.6039,-6.2e-05,482.4
19.065,72.78,5.63,1.1623,9.1e-05,608.6
19.065,72.785,0.0,0.0,7.3e-05,664.9
19.065,72.79,0.0,0.0,0.0,664.9
19.065,72.795,0.0,0.0,0.0,664.9
19.065,72.8,0.0,0.0,0.0,664.9
19.065,72.805,0.0,0.0,0.0,664.9
19.065,72.81,0.0,0.0,0.0,664.9
19.065,72.815,0.0,2.2535,0.000142,664.9
19.065,72.82,10.92,0.1838,-0.000153,555.7
19.065,72.825,10.03,1.445,0.000102,564.6
19.065,72.83,17.03,0.3489,-6.9e-05,494.6
19.065,72.835,18.72,0.7267,2.4e-05,477.7
19.065,72.84,22.24,0.097,-5.2e-05,442.5
19.065,72.845,21.77,0.3716,2.9e-05,447.2
19.065,72.85,23.57,0.8403,2.9e-05,429.2
19.065,72.855,27.64,0.4687,-2.3e-05,388.5
19.065,72.86,29.91,0.0496,-3.3e-05,365.8
19.065,72.865,29.67,2.5565,-0.000158,368.2
19.065,72.87,17.28,1.3728,7.5e-05,492.1
19.065,72.875,10.63,2.0391,-4.2e-05,558.6
19.065,72.88,0.75,0.1549,0.000119,657.4
19.065,72.885,0.0,0.0,1e-05,664.9
19.065,72.89,0.0,0.2953,1.9e-05,664.9
19.065,72.895,1.43,1.3645,6.7e-05,650.6
19.065,72.9,8.04,3.1105,0.00011,584.5
19.065,72.905,23.12,2.4534,-4.1e-05,433.7
19.065,72.91,35.01,2.6307,1.1e-05,314.8
19.065,72.915,47.76,1.8308,-5e-05,187.3
19.065,72.92,56.63,0.2622,-0.000132,98.6
19.065,72.925,55.36,1.0777,-5.1e-05,111.3
19.065,72.93,50.14,2.3669,-8.1e-05,163.5
19.065,72.935,38.67,2.1813,1.2e-05,278.2
19.065,72.94,28.1,2.2185,-2e-06,383.9
19.065,72.945,17.35,1.185,6.5e-05,491.4
19.065,72.95,11.61,0.4666,0.000104,548.8
19.065,72.955,13.87,0.7598,1.8e-05,526.2
19.065,72.96,17.55,0.1115,-5.5e-05,489.4
19.065,72.965,17.01,2.0803,0.000138,494.8
19.065,72.97,27.09,1.0384,-6.6e-05,394.0
19.065,72.975,32.12,1.7689,4.6e-05,343.7
19.065,72.98,40.69,0.2457,-9.6e-05,258.0
19.065,72.985,41.88,0.5244,1.8e-05,246.1
19.065,72.99,44.42,0.2436,-1.8e-05,220.7
19.065,72.995,45.6,0.2932,3e-06,208.9
19.065,73.0,47.02,4.9164,-0.000328,194.7
19.07,72.77,23.15,1.1334,0.000239,433.4
19.07,72.775,17.66,1.5151,-2.4e-05,488.3
19.07,72.78,10.32,2.1112,-3.8e-05,561.7
19.07,72.785,0.09,0.0186,0.000132,664.0
19.07,72.79,0.0,0.0,1e-06,664.9
19.07,72.795,0.0,0.0,0.0,664.9
19.07,72.8,0.0,0.0,0.0,664.9
19.07,72.805,0.0,0.0,0.0,664.9
19.07,72.81,0.0,0.0,0.0,664.9
19.07,72.815,0.0,0.9394,5.9e-05,664.9
19.07,72.82,4.55,1.5275,3.7e-05,619.4
19.07,72.825,11.95,0.6607,-5.5e-05,545.4
19.07,72.83,15.15,0.832,1.1e-05,513.4
19.07,72.835,19.18,0.9497,7e-06,473.1
19.07,72.84,23.78,1.6843,4.6e-05,427.1
19.07,72.845,31.94,0.1569,-0.000116,345.5
19.07,72.85,31.18,0.2643,-7e-06,353.1
19.07,72.855,29.9,0.6834,-2.6e-05,365.9
19.07,72.86,26.59,1.088,-2.5e-05,399.0
19.07,72.865,21.32,1.6492,-3.5e-05,451.7
19.07,72.87,13.33,1.4532,1.2e-05,531.6
19.07,72.875,6.29,0.993,2.9e-05,602.0
19.07,72.88,1.48,0.3056,4.3e-05,650.1
19.07,72.885,0.0,0.0,1.9e-05,664.9
19.07,72.89,0.0,0.7907,5e-05,664.9
19.07,72.895,3.83,1.7132,5.8e-05,626.6
19.07,72.9,12.13,1.9215,1.3e-05,543.6
19.07,72.905,21.44,2.7089,5e-05,450.5
19.07,72.91,34.57,1.6121,-6.9e-05,319.2
19.07,72.915,42.38,1.3459,-1.7e-05,241.1
19.07,72.92,48.9,0.1321,-9.3e-05,175.9
19.07,72.925,48.26,0.0475,5e-06,182.3
19.07,72.93,48.03,1.8432,-0.000113,184.6
19.07,72.935,39.1,0.7949,6.6e-05,273.9
19.07,72.94,35.25,2.3896,-0.0001,312.4
19.07,72.945,23.67,1.1932,7.5e-05,428.2
19.07,72.95,17.89,0.3572,5.3e-05,486.0
19.07,72.955,16.16,0.1115,2.9e-05,503.3
19.07,72.96,16.7,0.6504,3.4e-05,497.9
19.07,72.965,19.85,1.3707,4.5e-05,466.4
19.07,72.97,26.49,0.768,-3.8e-05,400.0
19.07,72.975,30.21,0.9683,1.3e-05,362.8
19.07,72.98,34.9,1.0013,2e-06,315.9
19.07,72.985,39.75,1.2201,1.4e-05,267.4
19.07,72.99,45.66,1.5585,2.1e-05,208.3
19.07,72.995,53.21,0.4935,-0.000129,132.8
19.07,73.0,50.82,8.2286,-0.00049,156.7
19.075,72.77,10.69,0.2065,0.000534,558.0
19.075,72.775,11.69,0.6421,-5.3e-05,548.0
19.075,72.78,8.58,0.5306,7e-06,579.1
19.075,72.785,6.01,0.0145,3.2e-05,604.8
19.075,72.79,5.94,1.2263,-7.6e-05,605.5
19.075,72.795,0.0,0.0,7.7e-05,664.9
19.075,72.8,0.0,0.0,0.0,664.9
19.075,72.805,0.0,0.0,0.0,664.9
19.075,72.81,0.0,0.0,0.0,664.9
19.075,72.815,0.0,0.6215,3.9e-05,664.9
19.075,72.82,3.01,0.9497,2.1e-05,634.8
19.075,72.825,7.61,1.4532,3.2e-05,588.8
19.075,72.83,14.65,1.8328,2.4e-05,518.4
19.075,72.835,23.53,0.2065,-0.000128,429.6
19.075,72.84,22.53,1.6307,0.000116,439.6
19.075,72.845,30.43,0.7082,-0.000147,360.6
19.075,72.85,27.0,0.0227,4.6e-05,394.9
19.075,72.855,27.11,2.3195,-0.000147,393.8
19.075,72.86,15.87,0.5368,0.000112,506.2
19.075,72.865,13.27,0.7825,-1.5e-05,532.2
19.075,72.87,9.48,0.9683,-1.2e-05,570.1
19.075,72.875,4.79,0.0516,5.8e-05,617.0
19.075,72.88,4.54,0.7866,5.3e-05,619.5
19.075,72.885,8.35,0.2684,-3.3e-05,581.4
19.075,72.89,9.65,0.5575,1.8e-05,568.4
19.075,72.895,12.35,1.8452,8.1e-05,541.4
19.075,72.9,21.29,0.8155,-6.5e-05,452.0
19.075,72.905,25.24,1.0446,1.4e-05,412.5
19.075,72.91,30.3,0.3923,-4.1e-05,361.9
19.075,72.915,32.2,0.0083,-2.5e-05,342.9
19.075,72.92,32.16,1.09,6.9e-05,343.3
19.075,72.925,37.44,0.0557,-6.5e-05,290.5
19.075,72.93,37.71,0.0805,-9e-06,287.8
19.075,72.935,37.32,0.6772,-3.8e-05,291.7
19.075,72.94,34.04,0.4563,1.4e-05,324.5
19.075,72.945,31.83,0.671,-1.4e-05,346.6
19.075,72.95,28.58,0.8547,-1.2e-05,379.1
19.075,72.955,24.44,0.7701,5e-06,420.5
19.075,72.96,20.71,0.929,-1e-05,457.8
19.075,72.965,16.21,0.7598,0.000106,502.8
19.075,72.97,19.89,1.5688,5.1e-05,466.0
19.075,72.975,27.49,0.1136,-9.2e-05,390.0
19.075,72.98,28.04,2.8655,0.000173,384.5
19.075,72.985,41.93,0.64,-0.00014,245.6
19.075,72.99,45.03,1.8081,7.4e-05,214.6
19.075,72.995,53.79,0.7783,-6.5e-05,127.0
19.075,73.0,57.56,11.2921,-0.000769,89.3
19.08,72.77,2.15,1.6554,0.000824,643.4
19.08,72.775,10.17,0.3242,-0.000125,563.2
19.08,72.78,8.6,0.2065,7e-06,578.9
19.08,72.785,7.6,0.6194,5.2e-05,588.9
19.08,72.79,10.6,0.9662,-0.0001,558.9
19.08,72.795,5.92,0.7804,1.2e-05,605.7
19.08,72.8,2.14,0.4418,2.1e-05,643.5
19.08,72.805,0.0,0.0,2.8e-05,664.9
19.08,72.81,0.0,0.0,0.0,664.9
19.08,72.815,0.0,0.0,0.0,664.9
19.08,72.82,0.0,1.7668,0.000111,664.9
19.08,72.825,8.56,0.9579,-5.1e-05,579.3
19.08,72.83,13.2,1.5647,3.8e-05,532.9
19.08,72.835,20.78,1.771,1.3e-05,457.1
19.08,72.84,29.36,0.4501,-0.00014,371.3
19.08,72.845,27.18,0.0062,2.9e-05,393.1
19.08,72.85,27.21,1.3748,-8.7e-05,392.8
19.08,72.855,20.55,1.3212,3e-06,459.4
19.08,72.86,14.15,0.0764,7.8e-05,523.4
19.08,72.865,13.78,1.0632,-6.2e-05,527.1
19.08,72.87,8.63,0.0392,6.9e-05,578.6
19.08,72.875,8.82,0.5286,3.1e-05,576.7
19.08,72.88,11.38,0.5698,3e-06,551.1
19.08,72.885,14.14,1.4718,5.7e-05,523.5
19.08,72.89,21.27,0.929,-3.4e-05,452.2
19.08,72.895,25.77,0.2085,-4.5e-05,407.2
19.08,72.9,26.78,0.0599,-1.7e-05,397.1
19.08,72.905,26.49,0.415,-2.2e-05,400.0
19.08,72.91,24.48,0.1321,3.4e-05,420.1
19.08,72.915,25.12,0.192,-2e-05,413.7
19.08,72.92,24.19,1.0054,7.5e-05,423.0
19.08,72.925,29.06,0.3572,-8.6e-05,374.3
19.08,72.93,27.33,2.1875,0.00016,391.6
19.08,72.935,37.93,0.5698,-0.000173,285.6
19.08,72.94,35.17,0.1363,4.4e-05,313.2
19.08,72.945,35.83,0.0723,-4e-06,306.6
19.08,72.95,36.18,0.9249,-6.3e-05,303.1
19.08,72.955,31.7,0.479,2.8e-05,347.9
19.08,72.96,29.38,1.5915,-7e-05,371.1
19.08,72.965,21.67,0.3861,7.6e-05,448.2
19.08,72.97,19.8,0.6483,6.5e-05,466.9
19.08,72.975,22.94,1.8823,7.8e-05,435.5
19.08,72.98,32.06,2.1216,1.5e-05,344.3
19.08,72.985,42.34,0.7391,-8.7e-05,241.5
19.08,72.99,45.92,1.7049,6.1e-05,205.7
19.08,72.995,54.18,0.4005,-8.2e-05,123.1
19.08,73.0,56.12,11.433,-0.000754,103.7
19.085,72.77,0.0,0.6029,0.000767,664.9
19.085,72.775,2.92,0.1961,-2.6e-05,635.7
19.085,72.78,3.87,0.4914,1.9e-05,626.2
19.085,72.785,6.25,1.5709,6.8e-05,602.4
19.085,72.79,13.86,0.1342,-9e-05,526.3
19.085,72.795,14.51,1.2015,-8.4e-05,519.8
19.085,72.8,8.69,0.9084,1.8e-05,578.0
19.085,72.805,4.29,0.7309,1.1e-05,622.0
19.085,72.81,0.75,0.1549,3.6e-05,657.4
19.085,72.815,0.0,0.2085,2.3e-05,664.9
19.085,72.82,1.01,1.0446,5.3e-05,654.8
19.085,72.825,6.07,0.351,-4.4e-05,604.2
19.085,72.83,7.77,2.1484,0.000113,587.2
19.085,72.835,18.18,0.1259,-0.000127,483.1
19.085,72.84,18.79,0.7618,4e-05,477.0
